positive,negative,subjective,objective,favorite_count,followers_count,friends_count,len_tweet,retweet_count,no_of_hashtags,no_of_user_mentions,viral_notviral
0,1,0,1,0,28628,89,140,2,7,34,0
1,0,1,0,1,76,343,139,0,11,0,0
1,0,1,0,0,55,468,128,0,34,0,0
0,1,0,1,0,19,26,133,0,0,27,0
0,1,0,1,0,14,373,65,0,8,40,0
0,1,0,1,1,749,679,140,0,0,11,0
0,1,0,1,0,2027,2422,140,2,7,34,0
0,1,0,1,6,26999,2205,140,2,7,25,0
0,1,0,1,2,176,266,127,0,0,101,0
1,0,0,1,0,335,1872,140,164,7,11,0
0,1,0,1,0,79,472,139,32,7,12,0
1,0,1,0,0,265,2532,140,0,0,34,0
1,0,1,0,0,89,210,140,0,4,45,0
0,1,0,1,0,229,192,138,0,56,0,0
0,1,0,1,0,264,544,139,0,0,12,0
0,1,0,1,0,11,5,139,1,0,133,0
0,1,0,1,0,326,165,139,32,7,12,0
0,1,1,0,0,14,252,140,0,0,12,0
0,1,0,1,0,65,151,139,32,7,12,0
0,1,0,1,0,3576,247,140,1,13,26,0
0,1,0,1,0,446,515,139,32,7,12,0
0,1,0,1,0,575,62,139,32,7,12,0
0,1,0,1,0,420,330,139,32,7,12,0
0,1,0,1,0,155,1195,139,32,7,12,0
1,0,0,1,1,51,401,138,0,0,37,0
0,1,0,1,0,728,978,139,32,7,12,0
0,1,0,1,0,317,1733,139,32,7,12,0
0,1,0,1,0,657,1236,139,32,7,12,0
0,1,0,1,1,639,2281,139,1,13,10,0
0,1,0,1,0,6,57,130,1,0,104,0
0,1,0,1,0,1126,1745,139,32,7,12,0
1,0,1,0,0,22,282,140,0,12,11,0
0,1,0,1,0,270,465,135,0,0,109,0
0,1,0,1,0,345,455,139,32,7,12,0
0,1,0,1,0,107,126,139,32,7,12,0
0,1,0,1,0,89640,7012,139,32,7,12,0
0,1,0,1,0,1496,562,139,32,7,12,0
1,0,0,1,0,70,462,140,0,0,7,0
0,1,0,1,0,177,547,139,32,7,12,0
0,1,0,1,38,2749,398,139,32,7,0,0
1,0,0,1,0,19,62,140,164,7,11,0
0,1,0,1,0,42,114,140,0,0,12,0
1,0,1,0,0,33,31,132,0,0,0,0
1,0,1,0,0,1535,9,140,1,14,36,0
0,1,0,1,0,2,8,140,0,0,27,0
0,1,0,1,0,6,5,140,0,17,0,0
0,1,0,1,0,9,4,140,9,0,108,0
1,0,1,0,0,40,19,133,1,4,22,0
0,1,0,1,0,7,37,140,1,17,15,0
0,1,0,1,0,7,37,140,2,17,14,0
0,1,0,1,0,5,2,140,2,17,14,0
0,1,0,1,0,52,409,139,2,17,0,0
0,1,0,1,0,6,5,139,1,17,0,0
0,1,0,1,0,4,54,144,1229,35,11,1
0,1,0,1,0,16,79,135,0,0,107,0
1,0,0,1,0,4393,95,140,164,7,11,0
0,1,0,1,1,84,620,78,0,0,21,0
0,1,1,0,0,1613,1551,140,0,0,21,0
1,0,0,1,0,13,28,140,164,7,11,0
0,1,0,1,4,1081,1108,139,0,0,22,0
0,1,0,1,0,0,0,140,0,17,0,0
0,1,0,1,0,17,88,123,0,0,49,0
0,1,0,1,0,54,1519,140,0,0,34,0
1,0,0,1,1,1,80,140,0,0,25,0
0,1,0,1,0,278,95,144,1229,35,11,1
0,1,0,1,0,83,68,140,0,0,13,0
1,0,1,0,1,1,11,140,0,0,0,0
0,1,0,1,0,16,14,140,0,0,112,0
1,0,0,1,0,52,229,140,164,7,11,0
0,1,0,1,0,0,5,140,2,17,15,0
0,1,0,1,0,4,5,140,2,17,15,0
0,1,0,1,0,56,111,140,2,17,0,0
0,1,0,1,0,65,355,128,0,0,102,0
1,0,0,1,1,10,29,140,0,0,54,0
0,1,1,0,1,0,9,140,0,0,12,0
0,1,0,1,0,575,5000,121,0,7,33,0
1,0,0,1,0,8,69,140,164,7,11,0
0,1,0,1,0,224,626,137,0,0,44,0
1,0,1,0,0,3095,4635,143,6,25,10,0
0,1,0,1,0,57,162,140,0,0,110,0
0,1,0,1,29,42074,10177,139,13,0,19,0
0,1,0,1,0,57,162,139,0,0,88,0
0,1,1,0,0,5,35,140,0,0,50,0
0,1,0,1,0,16,300,144,1229,35,11,1
1,0,0,1,0,273,838,140,164,7,11,0
0,1,0,1,0,270,465,135,0,0,109,0
0,1,0,1,0,1023,438,140,0,0,103,0
0,1,0,1,0,237,111,144,1229,35,11,1
0,1,0,1,0,199,1141,139,0,0,66,0
0,1,0,1,0,19,26,140,0,0,79,0
1,0,1,0,0,0,14,140,0,0,38,0
0,1,0,1,0,5,30,140,0,0,0,0
1,0,1,0,0,68,199,140,0,0,22,0
1,0,1,0,0,115,192,140,0,0,21,0
1,0,0,1,0,564,910,140,164,7,11,0
1,0,0,1,0,66,262,140,164,7,11,0
0,1,0,1,0,25,228,140,1,0,68,0
0,1,0,1,2,124,116,139,1,0,57,0
0,1,0,1,0,626,1459,140,25,0,134,0
1,0,0,1,0,555,640,140,164,7,11,0
1,0,0,1,0,580,531,140,164,7,11,0
1,0,0,1,0,1636,3617,140,164,7,11,0
1,0,0,1,0,186,131,140,164,7,11,0
1,0,0,1,0,21,174,140,0,0,12,0
0,1,0,1,0,128,313,140,1,8,34,0
1,0,0,1,0,95,171,140,164,7,11,0
0,1,0,1,1,335,287,129,0,0,45,0
0,1,0,1,0,1547,390,140,0,0,55,0
0,1,0,1,0,33,235,140,2,0,132,0
0,1,0,1,0,1,31,134,0,0,65,0
0,1,0,1,0,19,75,144,1229,35,11,1
0,1,0,1,0,37,244,140,6,9,13,0
0,1,0,1,0,76,421,144,1229,35,11,1
1,0,0,1,0,0,3,140,0,0,12,0
0,1,0,1,0,50,427,132,0,7,10,0
0,1,0,1,0,65,211,144,1229,35,11,1
0,1,0,1,0,2842,2860,140,6,9,13,0
0,1,0,1,0,73,96,144,1229,35,11,1
0,1,0,1,0,2,65,140,6,9,13,0
1,0,0,1,0,25,62,133,0,0,52,0
0,1,0,1,0,83,149,140,6,9,13,0
0,1,0,1,0,1648,1971,140,6,9,13,0
0,1,0,1,0,469,1074,140,6,9,13,0
0,1,0,1,7,6584,6359,140,6,9,0,0
1,0,0,1,0,6,47,140,164,7,11,0
0,1,0,1,0,50,103,129,0,20,37,0
1,0,0,1,0,1874,2318,140,164,7,11,0
1,0,0,1,0,2498,618,140,164,7,11,0
0,1,0,1,2,968,3674,140,0,0,114,0
0,1,0,1,0,262,128,140,9,0,108,0
1,0,0,1,0,4,209,140,164,7,11,0
0,1,0,1,0,656,3305,137,0,0,111,0
0,1,0,1,0,34,162,140,0,0,0,0
0,1,0,1,0,106,134,140,9,0,108,0
0,1,0,1,0,0,2,144,1229,35,11,1
1,0,0,1,0,370,807,140,164,7,11,0
1,0,0,1,1,227,209,138,0,31,25,0
0,1,0,1,0,2949,3227,140,1,0,122,0
0,1,0,1,0,19,7,135,0,0,109,0
0,1,0,1,1,363,1997,135,1,0,109,0
0,1,0,1,0,219,164,140,1,7,28,0
0,1,0,1,6,602,32,140,1,7,20,0
0,1,0,1,0,0,14,125,0,0,40,0
1,0,0,1,0,75,294,140,164,7,11,0
0,1,0,1,0,11,79,140,0,0,43,0
0,1,0,1,0,8,84,140,1,0,74,0
0,1,0,1,1,8,84,140,1,0,65,0
0,1,0,1,0,1376,232,140,0,0,12,0
1,0,0,1,0,261,503,140,164,7,11,0
1,0,1,0,0,20,14,140,0,0,12,0
0,1,0,1,1,4,50,135,0,0,109,0
1,0,0,1,0,184,1317,140,190,0,3,0
0,1,0,1,0,134,64,140,13,19,15,0
0,1,0,1,0,409,377,144,0,0,42,0
0,1,0,1,1,0,2,139,0,0,12,0
1,0,0,1,0,456,82,140,164,7,11,0
0,1,0,1,0,1491,4999,139,3,0,90,0
1,0,0,1,0,98,48,140,0,7,0,0
0,1,1,0,0,602,286,139,0,0,11,0
0,1,1,0,0,43,180,139,0,0,29,0
0,1,0,1,0,17294,10345,139,16,0,61,0
0,1,0,1,0,0,4,140,0,0,11,0
1,0,0,1,0,318,100,140,164,7,11,0
0,1,0,1,0,14,10,140,0,0,0,0
0,1,0,1,1,803,4693,140,0,31,22,0
1,0,0,1,0,2398,2412,140,164,7,11,0
0,1,1,0,0,8,14,140,5,20,32,0
1,0,0,1,0,7,57,140,0,0,37,0
1,0,0,1,2,23,77,140,0,0,49,0
0,1,0,1,0,1786,1968,144,0,10,18,0
0,1,0,1,0,733,13,140,4367,7,6,1
0,1,0,1,0,0,0,130,0,7,0,0
0,1,0,1,0,142,313,139,0,0,0,0
0,1,0,1,0,1601,1421,140,0,0,11,0
0,1,0,1,0,42,35,140,0,0,37,0
0,1,0,1,0,2335,4208,139,3,0,90,0
0,1,0,1,0,5674,396,128,0,0,102,0
0,1,0,1,0,278,1360,139,3,0,90,0
1,0,0,1,1,1111,1688,144,0,0,0,0
0,1,0,1,6,1491,4999,139,3,0,77,0
0,1,0,1,0,80,240,140,0,0,69,0
1,0,1,0,0,16,92,140,0,0,61,0
0,1,0,1,0,206,180,142,0,0,21,0
1,0,0,1,0,22,36,140,26,18,75,0
1,0,1,0,0,2949,3227,140,1,0,75,0
1,0,0,1,1,8,93,140,0,0,41,0
1,0,1,0,0,1231,1391,140,1,0,15,0
0,1,0,1,0,0,45,140,0,0,43,0
1,0,0,1,0,4,47,140,1,0,0,0
1,0,1,0,0,369,595,139,248,0,13,0
1,0,0,1,0,10203,9729,140,1,7,8,0
0,1,0,1,0,18,30,140,0,0,107,0
1,0,1,0,1,8,116,140,1,0,60,0
0,1,0,1,1,8,6,126,0,0,100,0
0,1,0,1,2,198,1154,128,0,0,45,0
1,0,0,1,0,1100,1334,140,164,7,11,0
1,0,1,0,0,2,82,140,0,0,12,0
0,1,0,1,5,7,30,140,0,0,38,0
0,1,0,1,2,2217,49,140,0,0,12,0
1,0,0,1,0,10,88,140,164,7,11,0
0,1,0,1,3,16,66,125,0,0,99,0
1,0,0,1,0,347,16,140,164,7,11,0
0,1,1,0,0,1958,1227,140,1,0,13,0
0,1,1,0,0,384,1049,140,1,0,0,0
0,1,0,1,0,42074,10177,139,39,0,10,0
1,0,1,0,5,9,213,140,0,0,50,0
1,0,1,0,0,81,1224,139,3,40,8,0
0,1,1,0,0,30,36,140,0,0,14,0
0,1,0,1,0,3,66,140,0,0,83,0
0,1,0,1,0,110,445,134,0,0,108,0
0,1,0,1,3,268,614,140,0,0,38,0
0,1,1,0,0,162,113,140,0,0,23,0
0,1,0,1,1,42,47,133,0,13,67,0
1,0,0,1,0,2,50,140,164,7,11,0
0,1,0,1,0,80,364,140,0,0,11,0
1,0,0,1,0,3123,3485,140,164,7,11,0
1,0,0,1,0,59,123,140,164,7,11,0
1,0,0,1,0,289,540,140,0,0,35,0
1,0,1,0,0,24,119,140,0,0,18,0
1,0,0,1,0,1,272,140,0,17,50,0
0,1,0,1,2,1023,438,140,0,23,0,0
1,0,1,0,0,184,1317,140,145,11,9,0
1,0,0,1,2,236,112,140,1,7,0,0
1,0,0,1,0,29,41,140,164,7,11,0
0,1,0,1,0,538,358,140,0,0,11,0
1,0,0,1,0,76,219,139,0,0,12,0
1,0,0,1,0,1468,1970,140,164,7,11,0
0,1,0,1,0,15,75,144,1229,35,11,1
0,1,0,1,0,33,300,140,0,0,11,0
0,1,0,1,0,6,54,139,0,0,25,0
1,0,0,1,0,59,75,140,164,7,11,0
1,0,0,1,0,67,328,140,164,7,11,0
1,0,0,1,0,6277,362,140,164,7,11,0
1,0,0,1,0,84,73,140,164,7,11,0
1,0,0,1,1,42074,10177,126,0,0,6,0
1,0,0,1,0,20,102,140,164,7,11,0
0,1,0,1,0,1,0,139,0,10,12,0
1,0,0,1,0,233,86,140,164,7,11,0
0,1,0,1,0,38,87,140,0,12,24,0
1,0,0,1,0,112,422,140,164,7,11,0
1,0,0,1,0,11,400,140,164,7,11,0
0,1,0,1,0,1267,1164,140,0,0,39,0
1,0,0,1,1,473,970,139,0,0,0,0
1,0,0,1,0,545,2878,140,164,7,11,0
1,0,0,1,0,386,758,140,164,7,11,0
1,0,0,1,0,427,271,140,164,7,11,0
1,0,0,1,0,582,198,140,164,7,11,0
1,0,0,1,0,6,2,140,164,7,11,0
1,0,1,0,1,1616,208,140,0,0,14,0
0,1,0,1,0,25,186,140,0,0,25,0
0,1,0,1,0,270,673,144,1229,35,11,1
1,0,0,1,0,46,300,140,164,7,11,0
1,0,0,1,0,3,18,140,164,7,11,0
1,0,0,1,0,253,57,140,164,7,11,0
0,1,0,1,0,0,22,140,0,27,28,0
1,0,0,1,0,123,292,140,164,7,11,0
1,0,0,1,0,230,244,140,164,7,11,0
1,0,1,0,0,240,77,140,3,0,26,0
0,1,0,1,0,240,77,144,1229,35,11,1
1,0,0,1,0,40,55,140,164,7,11,0
0,1,0,1,0,6,189,144,1229,35,11,1
1,0,0,1,0,27,121,140,164,7,11,0
1,0,1,0,1,11,28,140,0,0,0,0
1,0,0,1,0,1343,1187,140,164,7,11,0
1,0,0,1,0,501,150,140,164,7,11,0
1,0,0,1,0,75,437,140,164,7,11,0
1,0,0,1,0,1332,487,140,164,7,11,0
1,0,0,1,1,4,104,140,0,0,68,0
1,0,0,1,0,497,1518,140,164,7,11,0
1,0,0,1,0,2,11,140,164,7,11,0
1,0,0,1,0,13089,8239,140,164,7,11,0
1,0,0,1,0,727,2613,140,164,7,11,0
1,0,1,0,0,245,836,139,0,0,12,0
1,0,1,0,3,38542,45,139,0,0,12,0
1,0,0,1,0,307,116,140,164,7,11,0
1,0,0,1,0,78962,3894,140,164,7,11,0
1,0,0,1,0,536,4,140,164,7,11,0
1,0,0,1,0,120,341,140,164,7,11,0
1,0,0,1,0,3,77,140,0,0,11,0
1,0,0,1,0,40,535,140,164,7,11,0
1,0,0,1,0,245,756,140,164,7,11,0
0,1,0,1,0,0,126,140,0,0,36,0
1,0,0,1,0,74,115,140,164,7,11,0
1,0,1,0,0,33,75,114,0,0,22,0
0,1,0,1,0,4595,193,139,0,24,0,0
1,0,0,1,0,537,935,140,164,7,11,0
1,0,0,1,0,401,299,140,164,7,11,0
1,0,0,1,0,395,665,140,164,7,11,0
1,0,0,1,0,112,163,140,164,7,11,0
1,0,0,1,0,3,234,140,164,7,11,0
1,0,0,1,0,205,395,140,164,7,11,0
1,0,0,1,0,8,61,140,164,7,11,0
1,0,0,1,0,133,651,140,164,7,11,0
1,0,0,1,0,38,105,140,164,7,11,0
1,0,0,1,0,37,108,140,164,7,11,0
1,0,0,1,0,691,1214,140,164,7,11,0
1,0,0,1,0,294,1821,140,164,7,11,0
1,0,0,1,0,201,661,140,164,7,11,0
1,0,0,1,0,39,309,140,164,7,11,0
1,0,0,1,0,109,77,140,164,7,11,0
1,0,0,1,0,1004,708,140,164,7,11,0
1,0,0,1,0,1282,2466,140,164,7,11,0
1,0,0,1,0,9,281,140,164,7,11,0
0,1,0,1,2,0,21,140,1,0,114,0
1,0,0,1,0,499,22,140,164,7,11,0
1,0,0,1,0,384,342,140,164,7,11,0
1,0,0,1,0,265,640,140,164,7,11,0
1,0,0,1,0,129,808,140,164,7,11,0
1,0,0,1,0,51,181,140,164,7,11,0
1,0,0,1,0,981,1002,140,164,7,11,0
1,0,0,1,0,888,985,140,164,7,11,0
1,0,0,1,0,1758,1352,140,164,7,11,0
1,0,0,1,0,215,375,140,164,7,11,0
1,0,1,0,44,42074,10177,139,17,0,0,0
1,0,0,1,0,97,198,140,164,7,11,0
1,0,0,1,0,694,596,140,164,7,11,0
1,0,0,1,0,78,261,140,164,7,11,0
1,0,0,1,0,28,66,140,164,7,11,0
1,0,0,1,0,465,1385,140,164,7,11,0
1,0,0,1,0,259,135,140,164,7,11,0
1,0,0,1,0,265,159,140,164,7,11,0
1,0,0,1,0,27,389,140,164,7,11,0
1,0,0,1,0,1013,724,140,164,7,11,0
1,0,0,1,0,94,255,140,164,7,11,0
1,0,0,1,0,762,297,140,164,7,11,0
1,0,0,1,0,35,366,140,164,7,11,0
1,0,0,1,0,169,269,140,164,7,11,0
1,0,0,1,0,70,418,140,164,7,11,0
1,0,0,1,0,321,819,140,164,7,11,0
1,0,0,1,0,1202,2437,140,164,7,11,0
1,0,0,1,0,45,141,140,164,7,11,0
1,0,0,1,0,38,180,140,164,7,11,0
1,0,0,1,0,605,256,140,164,7,11,0
1,0,0,1,0,102,113,140,164,7,11,0
1,0,0,1,0,262,278,140,164,7,11,0
1,0,0,1,0,832,177,140,164,7,11,0
1,0,0,1,0,197,1587,140,164,7,11,0
1,0,0,1,0,365,240,140,164,7,11,0
1,0,0,1,0,844,4595,140,164,7,11,0
1,0,0,1,0,48,713,140,164,7,11,0
1,0,0,1,0,116,218,140,164,7,11,0
1,0,0,1,0,1336,1914,140,164,7,11,0
1,0,0,1,0,6022,1750,140,164,7,11,0
1,0,0,1,0,472,139,140,164,7,11,0
1,0,0,1,0,207,250,140,164,7,11,0
1,0,0,1,0,7,177,140,164,7,11,0
1,0,0,1,0,377,1014,140,164,7,11,0
1,0,0,1,0,1251,4696,140,164,7,11,0
1,0,0,1,0,42,39,140,164,7,11,0
1,0,0,1,0,408,65,140,164,7,11,0
1,0,0,1,0,154,3201,140,164,7,11,0
1,0,0,1,0,488,303,140,164,7,11,0
1,0,0,1,0,20,355,140,164,7,11,0
1,0,0,1,0,108,75,140,164,7,11,0
1,0,0,1,0,305,99,140,164,7,11,0
1,0,0,1,0,851,635,140,164,7,11,0
1,0,0,1,0,54,84,140,164,7,11,0
1,0,0,1,0,2145,4996,140,164,7,11,0
1,0,0,1,0,257,274,140,164,7,11,0
1,0,0,1,0,203,160,140,164,7,11,0
1,0,0,1,0,51,108,140,164,7,11,0
1,0,0,1,0,72,243,140,164,7,11,0
1,0,0,1,0,202,195,140,164,7,11,0
1,0,0,1,0,34,132,140,164,7,11,0
1,0,0,1,0,693,550,140,164,7,11,0
1,0,0,1,0,1,6,140,164,7,11,0
1,0,0,1,0,364,545,140,164,7,11,0
1,0,0,1,0,268,280,140,164,7,11,0
1,0,0,1,0,442,826,140,164,7,11,0
1,0,0,1,0,12,241,140,164,7,11,0
1,0,0,1,0,36,33,140,164,7,11,0
1,0,0,1,0,30,500,140,164,7,11,0
1,0,0,1,372,160809,915,140,164,7,0,0
1,0,1,0,0,188,1249,139,3,40,8,0
0,1,0,1,0,671,1664,139,0,0,113,0
0,1,0,1,0,37,86,144,1229,35,11,1
0,1,0,1,0,151,1172,144,1229,35,11,1
0,1,0,1,0,406,309,139,0,0,31,0
0,1,0,1,0,28,212,140,0,0,11,0
0,1,0,1,0,80,223,135,0,0,52,0
0,1,0,1,0,1,49,140,0,0,12,0
0,1,0,1,1,3,25,140,0,0,114,0
1,0,1,0,1,37,175,139,0,0,71,0
0,1,0,1,1,0,103,140,0,0,40,0
1,0,1,0,0,29035,187,140,0,0,48,0
0,1,0,1,0,1305,324,139,16,0,61,0
0,1,0,1,0,283,1195,139,16,0,61,0
0,1,0,1,0,783,1708,139,16,0,61,0
0,1,0,1,0,3,76,140,0,11,51,0
1,0,1,0,0,18319,2306,140,1,0,23,0
1,0,1,0,3,125768,95371,139,1,0,15,0
1,0,0,1,1,18,162,140,0,0,0,0
0,1,0,1,0,446,2987,139,16,0,61,0
0,1,0,1,0,13656,742,139,16,0,61,0
0,1,0,1,0,63,41,139,16,0,61,0
1,0,0,1,0,65,114,140,5,0,14,0
0,1,0,1,0,170,342,140,12,0,40,0
0,1,0,1,0,10,189,144,1229,35,11,1
0,1,0,1,0,26,181,144,1229,35,11,1
0,1,0,1,0,150,335,140,0,0,0,0
0,1,0,1,0,596,765,139,16,0,61,0
0,1,0,1,0,51,227,144,1229,35,11,1
0,1,0,1,0,2243,2840,143,2,7,15,0
0,1,0,1,1,121,213,140,0,23,0,0
0,1,0,1,0,199,290,137,0,0,111,0
0,1,0,1,0,102,132,144,1229,35,11,1
0,1,0,1,0,20,117,144,1229,35,11,1
0,1,0,1,0,247,992,144,1229,35,11,1
0,1,0,1,0,200,625,140,12,0,40,0
1,0,0,1,0,184,1317,140,12,0,10,0
0,1,0,1,0,45,18,144,1229,35,11,1
0,1,0,1,0,33,132,139,0,0,29,0
0,1,0,1,0,70623,47476,139,16,0,61,0
0,1,0,1,0,4,24,140,0,0,106,0
0,1,1,0,0,428,2920,140,5,20,32,0
1,0,1,0,0,33,377,139,248,0,13,0
0,1,0,1,0,286,1252,139,16,0,61,0
1,0,1,0,0,141,270,139,248,0,13,0
1,0,1,0,0,28875,2639,139,248,0,13,0
1,0,1,0,0,606,257,140,14,6,14,0
0,1,1,0,0,98,287,140,0,0,0,0
0,1,0,1,0,12247,2482,139,1,8,21,0
0,1,0,1,0,133,595,139,16,0,61,0
1,0,1,0,0,13,11,140,0,0,40,0
0,1,0,1,0,3114,2150,139,16,0,61,0
0,1,0,1,0,6088,888,140,1,0,130,0
0,1,0,1,3,3114,2150,129,1,0,103,0
1,0,0,1,1,39,40,144,0,0,0,0
0,1,0,1,0,669,664,144,1229,35,11,1
0,1,0,1,0,242,271,140,12,0,40,0
0,1,0,1,0,427,1292,139,16,0,61,0
1,0,0,1,0,242,46,140,5,0,14,0
1,0,1,0,0,3,48,140,0,0,60,0
0,1,0,1,0,56,100,139,16,0,61,0
0,1,0,1,0,44,460,144,0,21,22,0
0,1,0,1,0,2389,4996,139,16,0,61,0
0,1,0,1,0,88,194,144,1229,35,11,1
0,1,0,1,0,6301,4987,139,16,0,61,0
0,1,0,1,24,3576,247,131,16,0,36,0
0,1,0,1,0,27796,7464,140,0,0,11,0
0,1,0,1,0,182,978,140,12,0,40,0
0,1,0,1,1,7,16,140,0,0,104,0
0,1,0,1,0,89,1270,140,0,0,37,0
0,1,0,1,0,601,932,140,12,0,40,0
0,1,0,1,0,172,221,140,12,0,40,0
0,1,0,1,0,8,15,140,0,0,29,0
1,0,0,1,0,7,202,140,0,12,0,0
0,1,0,1,0,50,59,139,0,0,0,0
1,0,0,1,0,5,64,140,97,0,28,0
0,1,0,1,0,4656,1720,140,12,0,40,0
1,0,1,0,3,102,282,140,3,40,0,0
0,1,0,1,1,1175,1214,131,0,0,105,0
0,1,0,1,0,141,154,140,12,0,40,0
1,0,0,1,0,24,199,140,97,0,28,0
1,0,0,1,0,838,78,140,13,0,73,0
1,0,1,0,0,1,19,125,0,0,11,0
0,1,0,1,0,2981,4997,132,0,0,0,0
0,1,0,1,0,3085,4685,140,12,0,40,0
0,1,0,1,16,2218,407,140,12,0,25,0
1,0,0,1,0,2086,5001,140,13,0,73,0
0,1,0,1,0,490,538,144,1229,35,11,1
0,1,0,1,0,747,1797,144,1229,35,11,1
1,0,0,1,0,830,28,140,13,0,73,0
1,0,0,1,0,36,142,140,0,0,32,0
0,1,0,1,0,1264,1101,140,0,0,110,0
0,1,0,1,0,6088,888,140,2,0,128,0
0,1,0,1,0,0,11,140,0,0,38,0
1,0,0,1,0,159,304,140,1,0,12,0
1,0,0,1,0,61,247,140,0,0,0,0
0,1,1,0,0,38016,38216,135,0,0,0,0
0,1,0,1,0,3114,2150,140,2,0,128,0
0,1,0,1,0,14,82,144,1229,35,11,1
0,1,0,1,5,210,285,131,2,0,105,0
1,0,0,1,0,438,294,140,13,0,73,0
0,1,0,1,0,691,663,144,1229,35,11,1
0,1,0,1,0,55,177,140,0,39,0,0
1,0,1,0,0,50,32,140,0,7,12,0
0,1,0,1,0,346,568,140,29,0,28,0
0,1,0,1,0,134,791,140,29,0,28,0
0,1,0,1,0,18,67,140,0,0,103,0
1,0,1,0,0,134,354,140,14,6,14,0
0,1,0,1,5,1480,1280,144,2,7,0,0
1,0,0,1,0,2037,266,140,13,0,73,0
0,1,0,1,0,72,108,144,1229,35,11,1
0,1,0,1,0,0,23,140,0,0,12,0
0,1,0,1,0,986,2009,140,29,0,28,0
0,1,0,1,0,81,894,140,29,0,28,0
1,0,0,1,0,1366,4330,140,0,46,0,0
0,1,0,1,0,52,20,144,1229,35,11,1
1,0,0,1,0,127,659,140,5,0,14,0
0,1,0,1,0,31,26,140,26,0,85,0
1,0,0,1,0,2994,2107,139,0,0,19,0
0,1,0,1,0,7,73,140,29,0,28,0
0,1,0,1,0,161,920,144,1229,35,11,1
0,1,0,1,0,126,164,144,1229,35,11,1
0,1,0,1,0,265,1307,144,1229,35,11,1
0,1,0,1,0,32,48,140,9,7,41,0
0,1,0,1,0,869,551,144,1229,35,11,1
0,1,0,1,0,11,57,140,0,0,74,0
1,0,0,1,0,157,267,140,5,0,14,0
0,1,0,1,1,379,2875,135,0,0,85,0
0,1,0,1,0,189,1993,144,1229,35,11,1
0,1,0,1,0,242,330,144,1229,35,11,1
0,1,0,1,0,39,159,140,29,0,28,0
1,0,0,1,0,378,971,140,5,0,14,0
0,1,0,1,0,20,360,140,0,0,103,0
0,1,0,1,0,1,28,144,1229,35,11,1
0,1,1,0,2,601,1181,139,0,0,0,0
1,0,0,1,23,2537,1029,140,5,0,0,0
0,1,0,1,0,3890,2604,144,1229,35,11,1
0,1,0,1,1,11,1,140,0,0,85,0
0,1,0,1,0,145,126,144,1229,35,11,1
0,1,0,1,0,162,581,144,1229,35,11,1
0,1,0,1,0,138,276,144,1229,35,11,1
0,1,1,0,0,212,239,140,0,0,54,0
0,1,0,1,0,3,44,144,1229,35,11,1
0,1,0,1,0,135,261,140,2,0,47,0
0,1,0,1,0,71,1889,144,1229,35,11,1
0,1,0,1,0,10,83,140,29,0,28,0
1,0,1,0,0,388,630,139,3,0,25,0
0,1,0,1,3,639,2281,140,0,7,12,0
0,1,0,1,0,144,2090,144,1229,35,11,1
0,1,0,1,0,86,383,144,1229,35,11,1
0,1,0,1,0,2605,4977,144,1229,35,11,1
0,1,0,1,0,53,486,144,1229,35,11,1
0,1,0,1,0,22,303,144,1229,35,11,1
0,1,0,1,0,147,479,144,1229,35,11,1
0,1,1,0,0,1898,941,140,5,20,32,0
0,1,0,1,0,564,191,144,1229,35,11,1
1,0,1,0,0,3829,5000,139,89,7,15,0
0,1,0,1,0,1,111,128,0,0,102,0
0,1,0,1,0,132,352,144,1229,35,11,1
0,1,0,1,0,64,199,144,1229,35,11,1
1,0,0,1,0,705,868,140,97,0,28,0
0,1,0,1,0,219,38,144,1229,35,11,1
0,1,0,1,0,50,237,144,1229,35,11,1
0,1,0,1,0,31,477,144,1229,35,11,1
0,1,0,1,0,107,179,140,0,0,40,0
0,1,0,1,0,415,1772,144,1229,35,11,1
0,1,0,1,0,297,467,144,1229,35,11,1
1,0,1,0,0,1062,443,140,14,6,14,0
1,0,0,1,0,16,371,140,97,0,28,0
0,1,0,1,0,26,267,144,1229,35,11,1
0,1,0,1,0,34546,5076,144,1229,35,11,1
0,1,0,1,0,0,2,144,1229,35,11,1
0,1,0,1,0,56,188,144,1229,35,11,1
0,1,0,1,0,51,210,99,1,46,10,0
1,0,1,0,0,783,458,140,14,6,14,0
0,1,0,1,0,57,419,144,1229,35,11,1
0,1,0,1,0,59,274,140,0,0,63,0
1,0,1,0,0,400,741,140,14,6,14,0
0,1,0,1,0,79,501,144,1229,35,11,1
1,0,0,1,0,166,103,140,0,0,53,0
0,1,0,1,0,34,147,144,1229,35,11,1
0,1,0,1,1,162,733,132,0,0,12,0
0,1,0,1,0,130,170,144,1229,35,11,1
1,0,1,0,0,201,74,140,14,6,14,0
0,1,0,1,0,8,8,140,1,13,9,0
0,1,0,1,0,468,437,135,0,7,54,0
0,1,0,1,0,381,370,144,1229,35,11,1
0,1,0,1,0,200,103,144,1229,35,11,1
0,1,0,1,2,1134,898,140,1,0,11,0
0,1,0,1,0,54,672,144,1229,35,11,1
0,1,0,1,0,2767,1681,144,1229,35,11,1
0,1,0,1,0,55,308,144,1229,35,11,1
0,1,1,0,0,40,394,139,0,0,10,0
0,1,0,1,0,0,10,144,1229,35,11,1
1,0,1,0,0,150,209,140,14,6,14,0
